ID,Class
4413,dog_bark
4415,siren
4416,car_horn
4417,car_horn
4418,drilling
4420,engine_idling
4422,jackhammer
4424,street_music
4425,drilling
4426,gun_shot
4427,street_music
4428,dog_bark
4429,car_horn
4430,street_music
4431,siren
4432,siren
4433,siren
4436,drilling
4437,gun_shot
4438,street_music
4439,engine_idling
4440,car_horn
4442,gun_shot
4443,jackhammer
4444,jackhammer
4446,street_music
4449,air_conditioner
4450,air_conditioner
4451,siren
4453,dog_bark
4454,children_playing
4456,air_conditioner
4458,jackhammer
4459,car_horn
4461,engine_idling
4462,jackhammer
4463,jackhammer
4464,air_conditioner
4467,drilling
4472,siren
4473,siren
4474,jackhammer
4475,siren
4476,siren
4480,siren
4481,car_horn
4482,street_music
4483,car_horn
4485,jackhammer
4486,street_music
4487,siren
4490,air_conditioner
4491,jackhammer
4492,drilling
4493,siren
4498,air_conditioner
4499,children_playing
4500,siren
4502,children_playing
4503,children_playing
4504,children_playing
4506,jackhammer
4509,air_conditioner
4510,engine_idling
4511,jackhammer
4513,gun_shot
4514,jackhammer
4515,street_music
4521,drilling
4522,dog_bark
4523,siren
4525,drilling
4526,air_conditioner
4527,children_playing
4528,air_conditioner
4529,air_conditioner
4530,children_playing
4531,street_music
4532,siren
4534,engine_idling
4535,air_conditioner
4536,street_music
4539,jackhammer
4540,drilling
4541,siren
4542,drilling
4545,children_playing
4547,air_conditioner
4549,engine_idling
4554,siren
4556,car_horn
4557,jackhammer
4559,siren
4561,dog_bark
4562,engine_idling
4563,drilling
4566,children_playing
4568,dog_bark
4569,dog_bark
4570,drilling
4571,drilling
4572,drilling
4573,air_conditioner
4574,children_playing
4575,jackhammer
4578,siren
4581,jackhammer
4583,dog_bark
4584,air_conditioner
4585,air_conditioner
4589,air_conditioner
4592,drilling
4595,dog_bark
4598,drilling
4599,street_music
4601,siren
4602,engine_idling
4604,car_horn
4607,car_horn
4609,children_playing
4610,air_conditioner
4611,dog_bark
4612,air_conditioner
4613,jackhammer
4614,siren
4616,dog_bark
4617,jackhammer
4618,engine_idling
4619,drilling
4622,dog_bark
4623,air_conditioner
4625,car_horn
4628,dog_bark
4629,engine_idling
4630,dog_bark
4632,dog_bark
4633,air_conditioner
4634,air_conditioner
4635,air_conditioner
4636,engine_idling
4637,air_conditioner
4640,children_playing
4641,car_horn
4643,siren
4645,dog_bark
4646,street_music
4647,street_music
4648,street_music
4650,children_playing
4651,dog_bark
4652,siren
4653,siren
4655,dog_bark
4657,children_playing
4658,engine_idling
4659,engine_idling
4661,street_music
4662,jackhammer
4663,dog_bark
4665,car_horn
4666,engine_idling
4667,jackhammer
4668,air_conditioner
4669,street_music
4672,street_music
4674,dog_bark
4676,children_playing
4677,jackhammer
4679,air_conditioner
4680,drilling
4682,jackhammer
4683,dog_bark
4684,siren
4685,jackhammer
4686,air_conditioner
4688,engine_idling
4690,dog_bark
4692,engine_idling
4693,drilling
4695,street_music
4697,jackhammer
4698,street_music
4702,drilling
4703,car_horn
4704,dog_bark
4705,jackhammer
4707,siren
4708,dog_bark
4714,engine_idling
4715,dog_bark
4716,gun_shot
4718,engine_idling
4721,car_horn
4722,street_music
4723,engine_idling
4724,street_music
4725,engine_idling
4726,drilling
4728,air_conditioner
4729,jackhammer
4730,air_conditioner
4732,siren
4733,air_conditioner
4735,siren
4736,drilling
4737,children_playing
4739,jackhammer
4740,air_conditioner
4741,drilling
4742,car_horn
4743,air_conditioner
4745,air_conditioner
4746,jackhammer
4747,drilling
4748,children_playing
4749,air_conditioner
4750,car_horn
4752,drilling
4753,street_music
4754,air_conditioner
4755,drilling
4756,jackhammer
4758,street_music
4759,engine_idling
4762,dog_bark
4763,car_horn
4764,jackhammer
4766,street_music
4767,drilling
4769,children_playing
4770,air_conditioner
4775,children_playing
4776,siren
4778,air_conditioner
4781,engine_idling
4783,engine_idling
4784,air_conditioner
4785,street_music
4786,dog_bark
4787,air_conditioner
4788,children_playing
4789,children_playing
4790,street_music
4791,engine_idling
4792,children_playing
4793,drilling
4794,air_conditioner
4795,children_playing
4796,dog_bark
4799,siren
4800,air_conditioner
4801,engine_idling
4803,children_playing
4804,dog_bark
4805,engine_idling
4806,air_conditioner
4807,street_music
4810,engine_idling
4820,drilling
4821,air_conditioner
4822,drilling
4823,drilling
4824,jackhammer
4826,children_playing
4827,street_music
4828,drilling
4829,jackhammer
4830,gun_shot
4832,drilling
4833,drilling
4834,drilling
4835,drilling
4836,children_playing
4837,siren
4839,engine_idling
4840,air_conditioner
4842,jackhammer
4843,jackhammer
4844,air_conditioner
4846,air_conditioner
4847,car_horn
4851,air_conditioner
4852,air_conditioner
4853,air_conditioner
4854,engine_idling
4857,siren
4858,children_playing
4860,gun_shot
4861,siren
4863,dog_bark
4864,drilling
4866,street_music
4867,street_music
4870,dog_bark
4873,engine_idling
4877,engine_idling
4879,engine_idling
4880,dog_bark
4881,jackhammer
4883,car_horn
4884,street_music
4886,dog_bark
4887,dog_bark
4888,street_music
4889,drilling
4890,jackhammer
4894,dog_bark
4895,dog_bark
4896,drilling
4899,jackhammer
4900,drilling
4902,street_music
4903,dog_bark
4904,children_playing
4905,children_playing
4906,drilling
4907,children_playing
4909,air_conditioner
4911,drilling
4912,siren
4913,street_music
4914,street_music
4916,dog_bark
4917,air_conditioner
4918,siren
4919,air_conditioner
4920,drilling
4921,dog_bark
4923,gun_shot
4924,air_conditioner
4925,street_music
4926,siren
4927,car_horn
4928,air_conditioner
4931,air_conditioner
4934,car_horn
4937,children_playing
4938,air_conditioner
4940,jackhammer
4942,children_playing
4943,gun_shot
4945,jackhammer
4947,children_playing
4948,jackhammer
4950,dog_bark
4952,drilling
4953,gun_shot
4956,children_playing
4959,drilling
4960,children_playing
4961,street_music
4962,street_music
4963,engine_idling
4964,jackhammer
4965,drilling
4966,children_playing
4968,drilling
4970,air_conditioner
4972,air_conditioner
4973,drilling
4974,dog_bark
4976,siren
4984,air_conditioner
4985,car_horn
4986,car_horn
4988,air_conditioner
4989,engine_idling
4990,dog_bark
4991,air_conditioner
4992,children_playing
4993,car_horn
4994,gun_shot
4996,children_playing
4997,drilling
5001,drilling
5002,dog_bark
5003,siren
5004,siren
5005,siren
5010,siren
5011,engine_idling
5013,dog_bark
5017,gun_shot
5019,children_playing
5021,street_music
5022,street_music
5023,drilling
5025,street_music
5028,dog_bark
5029,children_playing
5031,siren
5032,air_conditioner
5033,jackhammer
5034,drilling
5035,jackhammer
5037,dog_bark
5038,jackhammer
5040,engine_idling
5042,street_music
5043,dog_bark
5044,car_horn
5045,jackhammer
5046,children_playing
5049,engine_idling
5051,drilling
5052,children_playing
5055,children_playing
5057,jackhammer
5058,children_playing
5059,dog_bark
5060,air_conditioner
5063,siren
5064,drilling
5065,dog_bark
5067,siren
5068,dog_bark
5069,siren
5071,car_horn
5072,air_conditioner
5073,street_music
5074,engine_idling
5075,dog_bark
5076,air_conditioner
5077,jackhammer
5081,street_music
5082,jackhammer
5084,drilling
5085,children_playing
5088,street_music
5089,children_playing
5092,drilling
5094,siren
5095,siren
5096,drilling
5099,siren
5100,air_conditioner
5103,engine_idling
5106,jackhammer
5107,car_horn
5109,street_music
5110,jackhammer
5112,drilling
5114,children_playing
5117,street_music
5118,jackhammer
5119,drilling
5121,children_playing
5122,children_playing
5125,street_music
5127,children_playing
5128,dog_bark
5129,engine_idling
5130,air_conditioner
5132,car_horn
5133,siren
5134,jackhammer
5135,drilling
5138,children_playing
5140,dog_bark
5141,engine_idling
5142,siren
5146,children_playing
5147,dog_bark
5148,jackhammer
5149,street_music
5151,drilling
5154,street_music
5157,children_playing
5158,gun_shot
5159,children_playing
5165,engine_idling
5169,dog_bark
5171,street_music
5172,gun_shot
5173,air_conditioner
5174,air_conditioner
5175,children_playing
5176,car_horn
5177,engine_idling
5178,car_horn
5180,jackhammer
5181,dog_bark
5183,jackhammer
5186,street_music
5188,jackhammer
5189,jackhammer
5190,jackhammer
5191,children_playing
5195,air_conditioner
5196,children_playing
5198,drilling
5199,air_conditioner
5200,jackhammer
5201,engine_idling
5202,street_music
5205,jackhammer
5206,dog_bark
5209,street_music
5210,drilling
5211,engine_idling
5214,siren
5216,air_conditioner
5217,air_conditioner
5218,siren
5219,car_horn
5221,drilling
5223,jackhammer
5225,dog_bark
5226,jackhammer
5227,dog_bark
5228,drilling
5233,jackhammer
5234,siren
5236,car_horn
5237,street_music
5239,jackhammer
5241,dog_bark
5243,jackhammer
5244,engine_idling
5246,street_music
5247,jackhammer
5248,jackhammer
5251,street_music
5253,drilling
5255,drilling
5257,engine_idling
5259,air_conditioner
5262,engine_idling
5263,children_playing
5264,air_conditioner
5265,siren
5266,children_playing
5268,jackhammer
5270,drilling
5271,gun_shot
5272,drilling
5277,jackhammer
5278,jackhammer
5279,street_music
5281,drilling
5283,engine_idling
5284,siren
5289,street_music
5290,engine_idling
5291,car_horn
5292,air_conditioner
5294,street_music
5297,dog_bark
5299,car_horn
5302,jackhammer
5304,jackhammer
5307,engine_idling
5308,engine_idling
5309,children_playing
5310,dog_bark
5312,car_horn
5313,gun_shot
5314,siren
5315,engine_idling
5316,jackhammer
5319,street_music
5320,street_music
5321,siren
5322,gun_shot
5323,air_conditioner
5324,children_playing
5326,dog_bark
5328,dog_bark
5329,dog_bark
5331,street_music
5333,air_conditioner
5336,engine_idling
5338,jackhammer
5340,street_music
5343,car_horn
5344,air_conditioner
5345,drilling
5347,air_conditioner
5348,dog_bark
5350,jackhammer
5351,air_conditioner
5352,siren
5353,gun_shot
5356,jackhammer
5357,drilling
5359,jackhammer
5360,dog_bark
5361,dog_bark
5364,dog_bark
5369,street_music
5370,drilling
5371,car_horn
5373,car_horn
5374,jackhammer
5376,dog_bark
5378,gun_shot
5380,siren
5382,drilling
5384,engine_idling
5385,dog_bark
5389,engine_idling
5390,engine_idling
5391,street_music
5394,air_conditioner
5395,siren
5397,engine_idling
5398,air_conditioner
5400,car_horn
5403,jackhammer
5405,gun_shot
5406,air_conditioner
5407,children_playing
5409,gun_shot
5411,street_music
5412,jackhammer
5414,dog_bark
5415,children_playing
5416,engine_idling
5417,drilling
5418,street_music
5423,drilling
5426,car_horn
5427,siren
5429,street_music
5432,air_conditioner
5433,drilling
5435,street_music
5436,children_playing
5437,engine_idling
5438,street_music
5441,jackhammer
5444,siren
5445,siren
5447,air_conditioner
5448,car_horn
5452,jackhammer
5456,siren
5459,air_conditioner
5460,car_horn
5461,siren
5465,engine_idling
5466,engine_idling
5472,air_conditioner
5473,air_conditioner
5476,street_music
5477,siren
5480,siren
5481,dog_bark
5483,street_music
5486,air_conditioner
5487,children_playing
5488,children_playing
5489,siren
5492,drilling
5493,air_conditioner
5494,jackhammer
5495,siren
5497,car_horn
5498,engine_idling
5499,street_music
5503,engine_idling
5504,jackhammer
5505,siren
5507,gun_shot
5508,air_conditioner
5509,street_music
5511,air_conditioner
5512,siren
5513,gun_shot
5514,dog_bark
5515,car_horn
5518,engine_idling
5519,engine_idling
5521,street_music
5522,engine_idling
5523,street_music
5524,car_horn
5526,air_conditioner
5528,drilling
5530,dog_bark
5533,street_music
5534,children_playing
5535,jackhammer
5537,children_playing
5540,engine_idling
5542,air_conditioner
5543,street_music
5544,children_playing
5545,children_playing
5546,dog_bark
5547,siren
5548,children_playing
5553,gun_shot
5554,siren
5556,children_playing
5557,drilling
5558,siren
5559,air_conditioner
5560,children_playing
5561,jackhammer
5562,children_playing
5564,engine_idling
5565,air_conditioner
5566,children_playing
5570,drilling
5571,air_conditioner
5572,engine_idling
5574,car_horn
5577,dog_bark
5582,engine_idling
5583,jackhammer
5585,gun_shot
5586,jackhammer
5587,car_horn
5588,dog_bark
5589,car_horn
5592,drilling
5594,siren
5597,jackhammer
5598,siren
5599,children_playing
5600,drilling
5601,engine_idling
5605,car_horn
5607,engine_idling
5609,children_playing
5610,dog_bark
5611,street_music
5612,jackhammer
5613,siren
5614,drilling
5615,gun_shot
5616,air_conditioner
5619,air_conditioner
5623,drilling
5624,children_playing
5625,engine_idling
5626,children_playing
5627,engine_idling
5628,drilling
5631,engine_idling
5634,car_horn
5635,jackhammer
5637,siren
5638,siren
5639,dog_bark
5640,jackhammer
5641,gun_shot
5642,street_music
5644,dog_bark
5645,dog_bark
5649,gun_shot
5650,jackhammer
5652,street_music
5653,drilling
5654,car_horn
5655,jackhammer
5658,siren
5659,engine_idling
5660,dog_bark
5661,children_playing
5662,drilling
5663,siren
5664,air_conditioner
5668,air_conditioner
5669,car_horn
5670,gun_shot
5671,jackhammer
5672,dog_bark
5673,air_conditioner
5676,street_music
5678,air_conditioner
5680,jackhammer
5681,children_playing
5682,engine_idling
5683,dog_bark
5684,street_music
5687,car_horn
5689,street_music
5690,dog_bark
5691,air_conditioner
5692,jackhammer
5695,drilling
5697,siren
5698,gun_shot
5699,air_conditioner
5701,siren
5702,air_conditioner
5704,street_music
5705,drilling
5706,street_music
5707,jackhammer
5709,siren
5710,dog_bark
5711,jackhammer
5712,jackhammer
5713,car_horn
5714,children_playing
5715,drilling
5716,jackhammer
5719,jackhammer
5721,dog_bark
5722,jackhammer
5723,drilling
5724,dog_bark
5725,drilling
5726,engine_idling
5730,air_conditioner
5731,engine_idling
5732,engine_idling
5733,children_playing
5734,children_playing
5735,children_playing
5736,jackhammer
5739,car_horn
5740,jackhammer
5741,children_playing
5742,engine_idling
5744,siren
5745,dog_bark
5746,gun_shot
5750,street_music
5751,engine_idling
5755,jackhammer
5757,children_playing
5758,car_horn
5760,air_conditioner
5761,street_music
5762,gun_shot
5763,children_playing
5764,jackhammer
5765,car_horn
5767,street_music
5768,jackhammer
5769,drilling
5770,jackhammer
5771,street_music
5772,siren
5773,jackhammer
5774,engine_idling
5778,street_music
5780,dog_bark
5783,car_horn
5784,engine_idling
5786,children_playing
5788,drilling
5790,air_conditioner
5791,engine_idling
5796,gun_shot
5799,siren
5800,jackhammer
5802,siren
5806,jackhammer
5808,children_playing
5813,engine_idling
5815,car_horn
5816,air_conditioner
5817,gun_shot
5818,dog_bark
5820,drilling
5822,drilling
5824,siren
5825,children_playing
5826,siren
5827,jackhammer
5829,jackhammer
5832,engine_idling
5833,car_horn
5835,air_conditioner
5837,children_playing
5840,siren
5841,children_playing
5842,car_horn
5844,children_playing
5847,dog_bark
5848,street_music
5850,air_conditioner
5851,gun_shot
5852,engine_idling
5854,dog_bark
5856,children_playing
5857,street_music
5858,children_playing
5859,children_playing
5862,dog_bark
5863,children_playing
5864,jackhammer
5865,car_horn
5867,engine_idling
5869,jackhammer
5870,jackhammer
5871,street_music
5874,children_playing
5876,air_conditioner
5877,jackhammer
5879,engine_idling
5881,engine_idling
5882,engine_idling
5886,jackhammer
5887,air_conditioner
5888,dog_bark
5889,engine_idling
5890,dog_bark
5891,engine_idling
5892,siren
5893,children_playing
5897,children_playing
5900,jackhammer
5901,air_conditioner
5902,children_playing
5903,drilling
5904,air_conditioner
5906,dog_bark
5907,dog_bark
5908,siren
5909,siren
5912,dog_bark
5914,dog_bark
5915,drilling
5917,children_playing
5918,street_music
5921,engine_idling
5922,children_playing
5925,street_music
5926,street_music
5927,dog_bark
5928,jackhammer
5932,street_music
5933,dog_bark
5934,engine_idling
5936,siren
5937,siren
5940,street_music
5941,engine_idling
5942,children_playing
5943,dog_bark
5944,dog_bark
5947,jackhammer
5948,dog_bark
5949,car_horn
5950,engine_idling
5951,jackhammer
5952,dog_bark
5953,drilling
5954,jackhammer
5957,jackhammer
5960,street_music
5962,dog_bark
5963,dog_bark
5964,drilling
5966,siren
5968,street_music
5976,jackhammer
5977,street_music
5980,air_conditioner
5982,jackhammer
5983,dog_bark
5984,children_playing
5985,drilling
5988,engine_idling
5989,dog_bark
5990,drilling
5992,dog_bark
5994,jackhammer
5995,gun_shot
5996,dog_bark
5997,children_playing
5999,drilling
6001,street_music
6002,jackhammer
6003,dog_bark
6004,siren
6005,engine_idling
6007,jackhammer
6009,drilling
6010,air_conditioner
6012,gun_shot
6013,street_music
6014,drilling
6015,engine_idling
6016,siren
6017,street_music
6019,engine_idling
6020,engine_idling
6021,jackhammer
6022,jackhammer
6023,siren
6025,street_music
6026,gun_shot
6027,gun_shot
6029,jackhammer
6030,air_conditioner
6031,siren
6033,children_playing
6034,jackhammer
6035,drilling
6040,dog_bark
6041,jackhammer
6046,car_horn
6047,jackhammer
6049,dog_bark
6050,air_conditioner
6051,gun_shot
6053,jackhammer
6054,car_horn
6055,engine_idling
6056,jackhammer
6059,dog_bark
6061,street_music
6063,drilling
6066,air_conditioner
6068,street_music
6070,gun_shot
6072,jackhammer
6074,drilling
6077,siren
6079,air_conditioner
6080,air_conditioner
6081,jackhammer
6082,car_horn
6083,air_conditioner
6085,engine_idling
6086,siren
6087,dog_bark
6088,dog_bark
6089,siren
6091,dog_bark
6092,drilling
6094,street_music
6095,engine_idling
6096,children_playing
6098,dog_bark
6099,jackhammer
6100,engine_idling
6101,children_playing
6103,siren
6104,siren
6107,jackhammer
6108,engine_idling
6109,street_music
6115,drilling
6116,children_playing
6117,jackhammer
6118,jackhammer
6119,drilling
6120,dog_bark
6121,gun_shot
6123,dog_bark
6129,children_playing
6130,siren
6131,air_conditioner
6132,drilling
6133,air_conditioner
6134,engine_idling
6136,children_playing
6137,siren
6138,drilling
6139,dog_bark
6140,dog_bark
6141,gun_shot
6142,engine_idling
6144,children_playing
6145,siren
6149,siren
6151,engine_idling
6152,engine_idling
6153,car_horn
6154,street_music
6156,siren
6158,street_music
6159,jackhammer
6160,street_music
6161,dog_bark
6162,siren
6163,car_horn
6165,children_playing
6169,dog_bark
6170,children_playing
6171,gun_shot
6172,car_horn
6173,drilling
6174,drilling
6175,children_playing
6177,drilling
6179,engine_idling
6180,jackhammer
6181,jackhammer
6183,children_playing
6187,engine_idling
6188,street_music
6189,siren
6191,jackhammer
6193,jackhammer
6194,jackhammer
6196,drilling
6197,engine_idling
6198,siren
6204,dog_bark
6205,engine_idling
6206,gun_shot
6210,drilling
6211,children_playing
6212,dog_bark
6213,siren
6214,air_conditioner
6215,children_playing
6217,children_playing
6219,siren
6220,street_music
6222,car_horn
6224,siren
6227,engine_idling
6229,air_conditioner
6230,engine_idling
6232,siren
6234,air_conditioner
6235,car_horn
6239,engine_idling
6241,children_playing
6243,jackhammer
6244,dog_bark
6245,drilling
6247,dog_bark
6248,gun_shot
6249,engine_idling
6255,car_horn
6256,car_horn
6258,dog_bark
6259,jackhammer
6260,children_playing
6262,dog_bark
6263,jackhammer
6265,air_conditioner
6266,street_music
6268,dog_bark
6270,siren
6271,drilling
6272,engine_idling
6274,children_playing
6278,dog_bark
6279,engine_idling
6282,jackhammer
6283,engine_idling
6284,street_music
6286,gun_shot
6287,street_music
6288,air_conditioner
6290,drilling
6291,engine_idling
6292,children_playing
6293,engine_idling
6294,drilling
6295,street_music
6296,drilling
6297,siren
6298,children_playing
6300,siren
6304,dog_bark
6305,air_conditioner
6308,jackhammer
6309,children_playing
6310,dog_bark
6311,jackhammer
6314,children_playing
6317,siren
6318,siren
6319,air_conditioner
6321,air_conditioner
6322,gun_shot
6323,engine_idling
6324,air_conditioner
6326,children_playing
6327,drilling
6328,children_playing
6329,engine_idling
6331,engine_idling
6332,jackhammer
6333,drilling
6335,drilling
6336,air_conditioner
6337,siren
6338,jackhammer
6339,air_conditioner
6340,engine_idling
6341,siren
6343,siren
6345,engine_idling
6346,air_conditioner
6347,engine_idling
6348,children_playing
6351,jackhammer
6354,engine_idling
6355,children_playing
6357,dog_bark
6358,street_music
6359,siren
6364,engine_idling
6366,children_playing
6367,street_music
6370,street_music
6371,engine_idling
6372,jackhammer
6374,drilling
6375,engine_idling
6376,drilling
6377,air_conditioner
6378,dog_bark
6379,drilling
6380,children_playing
6381,siren
6382,children_playing
6387,street_music
6389,siren
6392,air_conditioner
6393,dog_bark
6394,siren
6395,engine_idling
6402,gun_shot
6403,air_conditioner
6404,drilling
6408,engine_idling
6409,dog_bark
6411,drilling
6412,car_horn
6413,air_conditioner
6414,air_conditioner
6416,air_conditioner
6417,siren
6418,drilling
6420,dog_bark
6422,car_horn
6423,children_playing
6424,air_conditioner
6426,gun_shot
6427,air_conditioner
6431,street_music
6432,drilling
6434,air_conditioner
6435,street_music
6436,air_conditioner
6437,drilling
6440,air_conditioner
6441,air_conditioner
6442,jackhammer
6443,car_horn
6445,gun_shot
6446,dog_bark
6448,engine_idling
6449,siren
6450,street_music
6451,air_conditioner
6452,dog_bark
6453,siren
6454,street_music
6455,air_conditioner
6456,car_horn
6457,jackhammer
6459,children_playing
6460,street_music
6461,air_conditioner
6462,street_music
6463,air_conditioner
6464,drilling
6466,children_playing
6467,drilling
6468,jackhammer
6469,jackhammer
6473,air_conditioner
6474,engine_idling
6475,dog_bark
6477,jackhammer
6478,children_playing
6480,children_playing
6483,jackhammer
6484,siren
6486,air_conditioner
6487,street_music
6490,siren
6493,air_conditioner
6496,siren
6497,car_horn
6498,air_conditioner
6500,engine_idling
6502,air_conditioner
6505,siren
6506,children_playing
6507,children_playing
6508,siren
6509,children_playing
6510,children_playing
6511,car_horn
6512,dog_bark
6515,dog_bark
6516,siren
6517,drilling
6518,air_conditioner
6520,siren
6521,street_music
6522,air_conditioner
6523,engine_idling
6524,children_playing
6527,jackhammer
6528,street_music
6529,children_playing
6530,engine_idling
6531,air_conditioner
6534,children_playing
6535,children_playing
6536,dog_bark
6537,drilling
6542,drilling
6543,dog_bark
6544,car_horn
6546,children_playing
6547,drilling
6548,siren
6549,street_music
6550,air_conditioner
6551,jackhammer
6552,car_horn
6553,street_music
6555,engine_idling
6556,engine_idling
6557,air_conditioner
6558,siren
6559,children_playing
6560,engine_idling
6562,jackhammer
6563,jackhammer
6565,street_music
6566,dog_bark
6568,engine_idling
6570,engine_idling
6572,jackhammer
6573,street_music
6574,children_playing
6575,air_conditioner
6579,drilling
6580,street_music
6583,air_conditioner
6589,dog_bark
6592,drilling
